song_title,performer,track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Alive,Krewella,2SHnUyZq0zwmvRIl4WY77G,0.00413,0.663,0.822,0.00318,9,0.234,-2.909,1,0.0557,128.002,4,0.567
Alive,P.O.D.,1X4Ntw6Lbaa1ACgilCqMpr,1.21e-05,0.421,0.95,0.000214,10,0.314,-3.985,1,0.0768,80.912,4,0.553
Alive,Sia,25R5Tdr4K7ENb6umHzdCXn,0.254,0.508,0.762,0.000122,6,0.108,-4.217,0,0.0489,99.963,4,0.444
All 4 Love,Color Me Badd,4XmsMIMjvDIFEjeY3ycMzW,0.0346,0.807,0.75,0.000179,2,0.149,-8.29,1,0.0315,106.389,4,0.797
All About It,Hoodie Allen Featuring Ed Sheeran,2rvHIXjN4TCFuFLZk3qAxn,0.0124,0.738,0.87,0,1,0.14,-5.343,0,0.0844,89.988,4,0.845
All About My Girl,Jimmy McGriff,4Mrfq1W2qM2BGuIm1JSrLP,0.616,0.558,0.644,0.631,1,0.36,-13.875,1,0.0369,170.289,4,0.909
All About Soul,Billy Joel,00p615Q4EFYMIAr055wqRu,0.0386,0.555,0.86,0,2,0.325,-5.965,0,0.038,108.594,4,0.468
All About That Bass,Meghan Trainor,5jE48hhRu8E6zBDPRSkEq7,0.0573,0.807,0.887,2.87e-06,9,0.124,-3.726,1,0.0503,134.052,4,0.961
All About Tonight,Blake Shelton,5cQIrML7iJEUsOCNsHqWlB,0.0159,0.674,0.943,0,0,0.504,-3.413,1,0.0408,118.06,4,0.856
All About You,Pretty In Pink,2aEulofAkOFYa95Ek9Zl0h,0.00742,0.241,0.834,0.312,5,0.195,-8.674,1,0.0377,133.704,4,0.236
All Alone Am I,Brenda Lee,4tMnrDxy7Vmv7HyK3ZTO2w,0.754,0.409,0.342,0,5,0.357,-8.458,1,0.0252,99.568,3,0.423
"All Alone On Christmas (From ""Home Alone 2"")",Darlene Love,5LcXgvFrPx26X8ZexNMT0s,0.0352,0.592,0.937,0,9,0.684,-4.296,1,0.0383,122.237,4,0.796
All Alone,Lil Uzi Vert,6kHYpEnDpMCyGu0E2PlWY1,0.0954,0.752,0.693,0,6,0.293,-6.087,0,0.162,138.104,4,0.473
All Along The Watchtower,The Jimi Hendrix Experience,2aoo2jlRnM3A0NyLQqMN2f,0.00255,0.438,0.805,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564
All Along,Blessid Union Of Souls,4BWAfHcuiNeOW2DrtP6RbD,0.343,0.537,0.291,0,1,0.11,-9.619,1,0.0266,76.086,4,0.0643
All American Girls,Sister Sledge,28gKFaRNe013GtaKLtiHbH,0.0268,0.747,0.75,0,9,0.395,-7.037,0,0.0531,120.693,4,0.943
All Around Me,Flyleaf,1zN6ynJG4PdR61YWv4PQ3Y,0.0216,0.473,0.87,0,9,0.0525,-4.893,1,0.0454,146.972,4,0.464
All Around Me,Justin Bieber,5Py8zRKGkZvgHniVVtvNCN,0.811,0.53,0.438,0,3,0.212,-7.564,1,0.0372,117.148,4,0.694
All Around The World,Justin Bieber Featuring Ludacris,1Mg8vLBYwizu7AuhYQO64V,0.0188,0.689,0.816,2.42e-06,3,0.181,-3.951,0,0.178,127.972,4,0.776
All Around The World,Lisa Stansfield,1DapqOfkDAQCiKnvfwKo0g,0.573,0.671,0.914,2.77e-06,1,0.0856,-4.598,1,0.107,101.201,4,0.806
All Bad,Future Featuring Lil Uzi Vert,021lWIHJrURZrmvYQ1xcM8,0.0144,0.931,0.667,0,6,0.15,-7.043,0,0.318,142.039,4,0.667
All Bad,Justin Bieber,3JNEXPTnSxqlxNqhTW61D2,0.018,0.696,0.419,0.000818,9,0.211,-8.198,1,0.0256,96.482,4,0.353
All Because Of You,Marques Houston Featuring Young Rome,1vGtqUF6IA4aTdYQMEqSRH,0.00699,0.451,0.877,0,1,0.688,-6.224,0,0.124,169.916,4,0.669
All By Myself,Celine Dion,0gsl92EMIScPGV1AU35nuD,0.35,0.344,0.325,0.0223,11,0.0686,-10.005,0,0.0287,118.515,4,0.0775
All By Myself,Eric Carmen,0AQqrtK1pULuwZUXhwaaDz,0.827,0.376,0.373,0.832,7,0.15,-9.184,0,0.0305,116.074,4,0.111
All By Myself,Glee Cast,2L0KAh7BezY9lbHqPLjk7R,0.164,0.33,0.4,0.00311,11,0.129,-7.465,0,0.0287,117.337,3,0.0435
All Cried Out,Allure Featuring 112,1DViQw0p1vo0eAMRlUF4Lr,0.176,0.613,0.464,0,1,0.103,-8.918,1,0.0241,139.802,4,0.176
All Cried Out,Denine With Collage's Adam Marano,3FI3QdDlEgpriyk58TV4bF,0.126,0.497,0.518,6.4e-05,1,0.319,-9.301,1,0.0262,144.103,4,0.269
All Cried Out,Dusty Springfield,5kSEYDFCbFH0kxMwLh4iVx,0.551,0.483,0.713,1e-05,0,0.322,-7.172,1,0.026,98.824,4,0.66
All Cried Out,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,0046quUYhSAFccrKIC3Iht,0.207,0.48,0.435,5.83e-06,1,0.196,-9.959,1,0.0305,144.435,4,0.328
All Da Smoke,Future & Young Thug,1wWRtPIKD7ZNvtsrzLyTev,0.0265,0.893,0.583,1.33e-05,0,0.149,-6.862,1,0.341,147.0,4,0.115
All Dat,Moneybagg Yo X Megan Thee Stallion,2eukAOMjUM4pxnOdIsUia9,0.00534,0.792,0.772,0,2,0.237,-3.904,1,0.27,120.054,5,0.415
All Dat,Moneybagg Yo X Megan Thee Stallon,2eukAOMjUM4pxnOdIsUia9,0.00534,0.792,0.772,0,2,0.237,-3.904,1,0.27,120.054,5,0.415
All Day And All Of The Night,The Kinks,1mfV2kv9RwFKVI8kEQlmOJ,0.247,0.563,0.915,8.46e-05,7,0.0613,-5.062,1,0.08,136.345,4,0.71
All Day Long,Chance The Rapper Featuring John Legend,1g3ErLqysBJ5EIGdYYMWFZ,0.028,0.767,0.884,0,2,0.103,-3.674,1,0.161,123.01,4,0.717
All Day Music,War,1HdQSzMMb1AGOrYCOuvIEF,0.147,0.489,0.479,0.000666,11,0.107,-11.888,0,0.0329,108.201,4,0.517
All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",79reBHqpRoWXaQbjBBY3UC,0.0739,0.861,0.651,0,9,0.211,-4.718,0,0.111,122.985,4,0.421
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,0hy1SOTEn9ifXTzOwnCwEr,0.0242,0.589,0.658,0,11,0.118,-5.288,0,0.203,77.521,4,0.251
All Eyez On Me,Monica,0rHehT9M8peRzeV1O1FeOk,0.0281,0.758,0.739,0.000146,7,0.0439,-4.429,1,0.0405,108.995,4,0.848
All Eyez,The Game Featuring Jeremih,7jeKc9NVwimgsAsCM9Fnkx,0.0571,0.419,0.655,0,0,0.0962,-6.679,1,0.247,76.835,3,0.354
All Fall Down,Five Star,7k2mzloCQUPcUA0sYsDF6X,0.0323,0.845,0.602,0.000148,2,0.0452,-9.781,1,0.0446,115.766,4,0.715
All Falls Down,Kanye West Featuring Syleena Johnson,5SkRLpaGtvYPhw02vZhQQ9,0.149,0.657,0.734,0,8,0.139,-4.832,0,0.484,91.03,4,0.434
All Fired Up,Pat Benatar,6XpczhG192lULA9i4JLqKJ,0.0826,0.666,0.883,0.000563,0,0.114,-9.601,1,0.0484,148.06,4,0.521
All For Love,Bryan Adams/Rod Stewart/Sting,0dkeKH0PsiIFQJh8tmjPTF,0.197,0.506,0.534,0,2,0.0907,-6.888,1,0.0257,74.846,4,0.124
All For One,High School Musical 2 Cast,5SWfocxhAkjf3eg4lrv8vZ,0.119,0.657,0.985,0,5,0.641,-3.22,1,0.109,150.038,4,0.776
All For You,Janet,5X8kkUaUlAyAUr9TYqDFTH,0.0174,0.753,0.934,0.065,2,0.128,-3.011,1,0.0736,113.525,3,0.73
All For You,Sister Hazel,2skmOCFU64Bg7Ytkgwliwe,0.0316,0.633,0.754,2.49e-05,8,0.091,-6.497,1,0.0382,137.049,4,0.641
All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1,0.0769,0.671,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,0.203
All God's Children Got Soul,Dorothy Morrison,,,,,,,,,,,,,
All Gold Everything,Trinidad James,0pgeVJrdNok4KhbiM58ayZ,0.0258,0.517,0.755,0,0,0.329,-8.868,0,0.351,99.768,4,0.633
All Good Things (Come To An End),Nelly Furtado,6kEpjptnAwt11Atr4cEMe1,0.245,0.661,0.648,1.24e-05,9,0.11,-7.667,0,0.0342,100.893,4,0.387
All Good?,De La Soul Featuring Chaka Khan,6Epbp3MOBM6UnFHyJokEAI,0.0127,0.875,0.598,1.86e-06,2,0.0207,-5.481,1,0.253,96.866,4,0.788
All Grown Up,The Crystals,63tX6UDIPVPu5nwCmV44K8,0.702,0.434,0.9,0.111,9,0.17,-7.906,1,0.0537,167.124,4,0.641
All His Children,Charley Pride with Henry Mancini,2J8HDV2indtyQeO402aCAB,0.942,0.448,0.262,3.8e-06,5,0.0838,-11.91,1,0.0288,91.602,3,0.496
All I Ask For Anymore,Trace Adkins,5ibdbHuXR3JAZj9KXgakr9,0.134,0.489,0.443,1.7e-05,2,0.0902,-6.493,1,0.029,129.785,4,0.279
All I Ask,Adele,05TOt5Vz4StdjMpEdFPlvB,0.889,0.591,0.28,0,4,0.124,-5.494,1,0.0283,141.916,4,0.348
All I Could Do Was Cry,Etta James,7Ca3Zb8wejNYCoei3tlJ9e,0.725,0.363,0.244,8.87e-05,8,0.456,-8.968,1,0.0303,173.509,3,0.512
All I Do Is Think Of You,Troop,4XhrowM5IKGCRrY2HzYBH3,0.0143,0.534,0.7,0,8,0.197,-8.71,0,0.0446,122.609,4,0.447
All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",5NEKjqTQPKiqOiOG8YxLdS,0.014,0.544,0.781,0,10,0.161,-3.616,1,0.189,150.1,4,0.277
All I Do,Somethin' For The People,7gF0J2ixqSDWlOEDnQD1Wo,0.0756,0.913,0.289,0.000155,1,0.112,-5.824,1,0.119,135.959,4,0.714
All I Ever Need Is You,Sonny & Cher,359IJq43c4SVrf5ZeUDiFl,0.325,0.503,0.477,2.36e-06,10,0.093,-14.039,1,0.0449,79.414,4,0.577
All I Ever Wanted,Chuck Wicks,6RKrORavcsGPPrkRzkU14H,0.0268,0.538,0.773,0,11,0.0829,-4.659,1,0.0281,94.053,4,0.611
All I Ever Wanted,Kelly Clarkson,31wPF6zccO0cINHfUS7wWb,0.0103,0.633,0.866,0,11,0.227,-3.633,1,0.0443,100.007,4,0.696
All I Got,Rod Wave,6rwffxuu6KJ5Gl2MLMMbXh,0.415,0.424,0.511,0,1,0.705,-9.609,1,0.473,77.057,1,0.705
All I Have To Do Is Dream,Andy Gibb & Victoria Principal,6bey2WdNf3Vn2kwFzODkMa,0.953,0.571,0.252,0.966,4,0.106,-14.201,1,0.0372,96.181,4,0.525
All I Have To Do Is Dream,Bobbie Gentry & Glen Campbell,3FUGhktHS6iEAReiDwXuqm,0.122,0.427,0.338,0.0562,3,0.0601,-12.244,1,0.0284,95.133,4,0.603
All I Have To Do Is Dream,Richard Chamberlain,04uW2l7VrWeo3CJ9rQ5D6M,0.912,0.481,0.138,0.000132,1,0.133,-17.032,1,0.031,98.512,4,0.52
All I Have To Do Is Dream,The Everly Brothers,7dblNGnRXEBrVJunazs2U5,0.839,0.534,0.462,0,4,0.129,-8.172,1,0.0266,96.195,4,0.534
All I Have To Give,Backstreet Boys,3hlhefxgyp4MDnN6C2dQ5H,0.0648,0.731,0.574,0,1,0.0675,-7.114,1,0.029,95.995,4,0.393
All I Have To Offer You (Is Me),Charley Pride,1AoE6Ystx6PhWJjtR8kAyi,0.179,0.297,0.382,0,5,0.119,-10.576,1,0.0351,206.84,4,0.71
All I Have,Jennifer Lopez Featuring LL Cool J,3kgutGd839IOYRl6ekeq6V,0.265,0.699,0.668,0,1,0.141,-5.305,1,0.106,83.074,4,0.472
All I Have,The Moments,6szyOE3tMWE8jIukMNK8lY,0.359,0.461,0.35,0,6,0.0821,-11.628,1,0.0333,112.142,4,0.436
All I Know Is The Way I Feel,The Pointer Sisters,5wa6RYje89KbruKNFdsIy0,0.421,0.638,0.623,0,7,0.131,-7.927,1,0.0298,88.8,4,0.58
All I Know So Far,P!nk,,,,,,,,,,,,,
All I Know,Garfunkel,5VAw5AYO7FAPCdaRvAmiTY,0.785,0.276,0.386,3.35e-05,0,0.0827,-13.194,1,0.0312,81.113,4,0.405
All I Know,The Weeknd Featuring Future,0NWqNXBJTpXbkI5rPWNy3p,0.421,0.464,0.417,0.000202,8,0.102,-10.614,0,0.0786,120.049,4,0.172
All I Need Is A Miracle,Mike + The Mechanics,1VKXBgsRK7lWDSVbfANlf3,0.0312,0.602,0.774,5.68e-05,0,0.0497,-13.083,1,0.0338,135.125,4,0.971
All I Need Is Time,Gladys Knight And The Pips,1gEMpHVwtNZuH3GDPqJfs4,0.628,0.335,0.284,0.0051,11,0.103,-16.705,0,0.0355,141.065,4,0.269
All I Need Is You,Blue Train,5yPEJ4UF90Km4KmLl2h4EE,0.0422,0.712,0.796,1.44e-05,0,0.274,-6.325,1,0.0486,125.994,4,0.605
All I Need Is You,Chris Janson,0lbHiQaHPlp5gGtsUPtj6l,0.0157,0.606,0.757,0.000205,1,0.343,-6.206,1,0.0302,103.051,4,0.588
All I Need To Know,Bette Midler,4c488pAGlVixKB3dWftQ15,0.931,0.439,0.18,0.000347,4,0.182,-15.23,1,0.0332,126.14,4,0.276
All I Need,Fat Joe Featuring Tony Sunshine & Armageddon,2ohHVfGDGcawWjx2KwP8dF,0.00928,0.52,0.915,0,6,0.215,-2.743,1,0.238,170.677,4,0.583
All I Need,Jack Wagner,7LLBFAlUOE6rUHDePQL57a,0.468,0.475,0.375,0,9,0.162,-12.023,1,0.0282,140.277,4,0.166
All I Need,The Temptations,6mdLen2d7jtAzDig0GgKKA,0.354,0.594,0.632,0,10,0.153,-12.076,1,0.0291,98.121,4,0.743
All I Really Want To Do,Cher,7mkhdRep3PFme6KECigXsS,0.253,0.549,0.256,0,3,0.226,-15.933,1,0.034,124.332,4,0.244
All I Really Want To Do,The Byrds,1MI0O2mwTpdwkZpfWz4J7o,0.111,0.452,0.574,0,9,0.0823,-7.936,1,0.0321,123.204,4,0.811
All I See Is You,Dusty Springfield,4UolfBGFer7I2ldSh4GMZi,0.712,0.338,0.517,4.1e-06,7,0.0772,-9.09,1,0.0337,99.694,3,0.349
All I See Is Your Face,Dan Hill,7aatbGs8jYpYGmyqdk0sjR,0.635,0.399,0.323,0,4,0.1,-11.761,1,0.0413,131.127,4,0.326
All I See,A+,3S5owedDAUJE8gVm22H5ey,0.992,0.546,0.116,0.945,5,0.0665,-21.673,1,0.0582,96.333,4,0.639
All I Wanna Do Is Make Love To You,Heart,5YjKdeES9QRJ8NmF4Xc8pV,0.16,0.626,0.746,0,7,0.0618,-8.832,1,0.0282,102.896,4,0.8
All I Wanna Do,Sheryl Crow,3ZpQiJ78LKINrW9SQTgbXd,0.107,0.82,0.528,0.0188,9,0.257,-11.18,1,0.032,120.089,4,0.926
"All I Want (From ""GOOD Burger"")",702,5Jv0xtOTbjkJI9li5WC2fF,0.0998,0.732,0.601,7e-05,9,0.412,-8.648,1,0.0279,94.37,4,0.747
All I Want For Christmas Is You (SuperFestive!),Justin Bieber Duet With Mariah Carey,1IUtgwxLYzDVd41EgbKUjX,0.306,0.575,0.911,0,9,0.434,-5.318,0,0.0639,150.002,4,0.407
All I Want For Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,0.164,0.336,0.627,0,7,0.0708,-7.463,1,0.0384,150.273,4,0.35
All I Want For Christmas Is You,Michael Buble,1FRqLI971CD1QedTiJeL3c,0.42,0.503,0.465,0,8,0.101,-8.077,0,0.0274,141.793,4,0.143
All I Want Is You,Carly Simon,6joaljcemJFCZi5zrg6Zf8,0.209,0.68,0.504,2.2e-05,5,0.118,-14.922,0,0.0265,126.811,4,0.874
All I Want Is You,Miguel Featuring J. Cole,5VA4Ispp52EA1sOqzMz3Av,0.0728,0.776,0.603,6.25e-05,5,0.111,-5.696,1,0.0343,96.888,4,0.921
All I Want Is You,U2,34sL4eaI8UKWOyYpCvoboU,0.106,0.239,0.442,0.0411,1,0.0738,-11.494,1,0.0308,185.723,4,0.4
All I Want To Do,Sugarland,1mJ05BN0So26a14iib85aI,0.208,0.709,0.725,4.54e-05,4,0.158,-4.999,1,0.0556,97.046,4,0.759
All I Want,Howard Jones,4Bg5h9CeIfjaLFUyluL7ln,0.0397,0.611,0.868,0.00523,3,0.28,-7.983,1,0.0294,113.168,4,0.424
All I Want,Olivia Rodrigo,4Yxc55NX3tAXC2mHRAhtcW,0.0902,0.376,0.43,0,0,0.0912,-6.585,0,0.0328,77.599,3,0.129
All I Want,Susanna Hoffs,53m1rGnPJVtI0zUryVyL9N,0.0359,0.617,0.559,0,4,0.141,-5.738,1,0.0269,111.747,4,0.664
All I Want,Toad The Wet Sprocket,2GHYJ0dhVds3PODKnTdiGE,0.0558,0.6,0.811,6.82e-06,5,0.109,-7.693,1,0.0788,124.303,4,0.622
All I Wanted,Kansas,56Zbt8YXJgkeoVMdQLpfaW,0.0156,0.492,0.47,0,10,0.659,-14.237,1,0.0367,113.22,4,0.665
All I'm Missing Is You,"Glenn Medeiros Featuring Ray Parker, Jr.",5dlHPS3NZMi5pK2bajnQxn,0.12,0.742,0.745,0,5,0.0999,-9.132,0,0.0296,102.989,4,0.844
All In Love Is Fair,Barbra Streisand,5M9TH1OD92fWsWqp5we4mY,0.887,0.263,0.266,0.000663,2,0.0933,-12.228,1,0.0357,84.469,4,0.0712
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,7nD9nN3jord9wWcfW3Gkcm,0.023,0.689,0.791,0,0,0.0526,-5.194,0,0.053,95.04,4,0.755
All In My Mind,Maxine Brown,4P2ecWU5M9cyGdZmVGpL5d,0.786,0.407,0.412,0,2,0.137,-8.718,1,0.0266,97.606,3,0.392
All In,Lil Baby,0zlru783fmr588D5RY9ERU,0.0762,0.837,0.663,0,11,0.0941,-6.434,1,0.334,95.081,4,0.293
All In,YoungBoy Never Broke Again,7CdoE8U5DwrwCaLoyf3ME0,0.053,0.511,0.654,0,8,0.316,-6.133,1,0.314,154.868,4,0.279
All Jacked Up,Gretchen Wilson,1B9FG4cLQujWD1NVMVbJwY,0.189,0.392,0.928,0,0,0.183,-3.702,1,0.153,188.72,3,0.765
All Kinds Of Kinds,Miranda Lambert,1ThdZzM4DCcNIRf9EyBMg5,0.12,0.392,0.741,1.34e-06,0,0.132,-4.01,1,0.0325,157.166,3,0.461
All Lips N' Hips,Electric Boys,0x2lW60JnKE0oLkUP8kq8C,0.0886,0.561,0.927,0.0133,7,0.343,-9.808,1,0.0586,93.209,4,0.11
All Me,Drake Featuring 2 Chainz & Big Sean,5s3zwMVQVUU7k0g2WviHMg,0.856,0.494,0.217,0.000217,7,0.318,-14.922,1,0.0481,118.939,4,0.505
All Mine,Brent Faiyaz,3XgGQ1wjo5khvq2UImjyNF,0.428,0.617,0.378,9.16e-05,9,0.11,-8.54,1,0.0315,141.967,4,0.22
All Mine,Kanye West,3U21A07gAloCc4P7J8rxcn,0.123,0.925,0.31,0,11,0.0931,-6.531,0,0.291,121.927,4,0.291
All My Friends Say,Luke Bryan,539dFCMA8lfEElDPgGpcIB,0.0434,0.683,0.9,0,9,0.177,-4.422,1,0.0333,117.038,4,0.962
All My Friends,21 Savage,4paAidoE8VAemwU4jgCc6l,0.171,0.713,0.62,1.16e-06,0,0.118,-4.513,1,0.0422,130.09,4,0.206
All My Hard Times,Joe Simon,5T383Ha1rfsOC0dDmNZQoC,0.0614,0.665,0.67,0,0,0.0803,-10.754,1,0.0451,129.516,4,0.919
All My Life,Foo Fighters,6tsojOQ5wHaIjKqIryLZK6,0.000218,0.577,0.604,0.000579,5,0.477,-5.703,1,0.0495,167.719,4,0.637
All My Life,"Future, Metro Boomin & Lil Baby",6J9ULUfgdVZfWnofbtLkfh,0.141,0.828,0.623,1.79e-05,2,0.555,-5.687,1,0.408,137.049,4,0.225
All My Life,K-Ci & JoJo,3oWWFNie71EOTRgXz24f9N,0.00037,0.5,0.953,0.309,0,0.0501,-11.36,1,0.106,176.976,4,0.368
All My Life,Kenny Rogers,3YWulDdpSxw6fKKLmUP2pa,0.319,0.263,0.379,1.05e-06,5,0.128,-12.391,1,0.0314,176.241,4,0.0907
All My Life,Lil Durk Featuring J. Cole,6HgWWaMu31KdOpEG5l28BG,0.0449,0.787,0.57,0,3,0.135,-5.881,1,0.225,142.974,4,0.733
All My Life,Linda Ronstadt (Featuring Aaron Neville),6mHrQvPTT3i4ZwwcR4gZR2,0.444,0.602,0.523,5.4e-06,3,0.05,-8.753,1,0.034,74.005,4,0.374
All My Love,Queen Pen Featuring Eric Williams,1rlnJyBKqBSuSj3CQGngRg,0.0326,0.831,0.747,0,1,0.208,-4.808,1,0.186,102.844,4,0.811
All My Loving,The Beatles,4joiWvli4qJVEW6qZV2i2J,0.207,0.416,0.563,0,1,0.343,-8.724,0,0.0298,77.56,4,0.9
All My Loving,The Hollyridge Strings,4joiWvli4qJVEW6qZV2i2J,0.207,0.416,0.563,0,1,0.343,-8.724,0,0.0298,77.56,4,0.9
All My Trials,Dick and DeeDee,,,,,,,,,,,,,
All My Trials,Ray Stevens,7gCsWsmNBK3pIVDkY55emt,0.706,0.369,0.251,0.117,5,0.119,-17.049,1,0.0282,94.507,4,0.427
All N My Grill,"Missy ""Misdemeanor"" Elliott Featuring Big Boi & Nicole",4vO3U8AKIjwBEBCTbEFbD9,0.164,0.544,0.65,0,10,0.225,-8.714,0,0.144,84.372,4,0.833
All Night Long (All Night),Lionel Richie,4giIdAr7Plyu5LQzBOR4FP,0.153,0.744,0.583,7.81e-05,1,0.0248,-12.595,1,0.0429,108.792,4,0.852
All Night Long,Billy Squier,5eqTvP4fooKYTc9LdmrpdT,0.0361,0.372,0.859,0.00298,9,0.062,-5.685,1,0.0765,81.323,4,0.401
All Night Long,Faith Evans Featuring Puff Daddy,4Bh83s84d9YUiuLzeuF24N,0.0243,0.712,0.773,0,11,0.13,-4.595,0,0.271,100.409,4,0.699
All Night Long,Joe Walsh,3Z012uj4IzJv5i33R76Wla,0.00171,0.746,0.907,0.913,11,0.0323,-5.828,1,0.0447,130.001,4,0.598
All Night Long,Sandy Nelson,6UPnYI7fl4kJngseOzbeBe,0.115,0.67,0.666,0.711,0,0.318,-13.344,0,0.0309,95.243,4,0.962
All Night Parking (Interlude),Adele With Erroll Garner,496vIKS2INz840xZaKncvR,0.67,0.734,0.497,2.35e-05,8,0.194,-9.666,1,0.166,127.989,3,0.307
All Night Thing,The Invisible Man's Band,7LZwFnHW2oWzFqtsmfrWw7,0.391,0.605,0.448,0,2,0.0956,-10.618,1,0.0337,126.876,3,0.285
All Night With Me,Laura Branigan,1QacB6XFkppIuGsYriHKfi,0.289,0.64,0.499,3.86e-05,7,0.0955,-6.093,1,0.031,82.401,4,0.306
All Night,Beyonce,7oAuqs6akGnPU3Tb00ZmyM,0.392,0.574,0.573,2.16e-05,11,0.0933,-7.079,1,0.085,136.304,4,0.626
All Nite,Entouch Featuring Keith Sweat,6q989QMsV87X9Em9J6DONi,0.0478,0.834,0.485,5.09e-05,11,0.103,-13.04,1,0.0453,107.598,4,0.929
All Of Everything,Frankie Avalon,5J4h8cvZuziCL12hP6tfzm,0.777,0.311,0.126,0,9,0.0766,-16.616,1,0.0341,185.306,3,0.344
All Of Me For All Of You,9.9,,,,,,,,,,,,,
All Of Me,21 Savage,2FoahzOSxJnalPA8aBUme3,0.122,0.652,0.806,1.08e-05,5,0.842,-5.707,0,0.302,159.947,4,0.779
All Of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,0.922,0.422,0.264,0,8,0.132,-7.064,1,0.0322,119.93,4,0.331
All Of My Days,Changing Faces (Featuring Jay-Z),1kOFpvRGPlwq0hSyyCD92E,0.239,0.745,0.612,0,6,0.152,-7.466,1,0.127,85.985,4,0.865
All Of My Life,Lesley Gore,6hEXyGwvZ6q2Gh4D2ENk40,0.87,0.549,0.493,0.055,0,0.685,-13.116,0,0.0416,116.597,4,0.791
All Of My Love,Bobby Caldwell,2OhPKium5ocmNtH62PViev,0.297,0.657,0.416,1.37e-05,4,0.198,-14.902,0,0.0346,123.886,4,0.578
All Of The Girls You Loved Before,Taylor Swift,4P9Q0GojKVXpRTJCaL3kyy,0.71,0.729,0.467,4.53e-05,2,0.129,-9.682,1,0.0419,96.042,3,0.401
All Of The Lights,Kanye West,22L7bfCiAkJo5xGSQgmiIO,0.0796,0.531,0.803,1.71e-05,1,0.176,-3.284,1,0.0717,142.113,4,0.221
All Of You,Julio Iglesias & Diana Ross,6D7sAmPy0VzY6eNkvoin0V,0.501,0.355,0.559,0,10,0.654,-8.91,0,0.0367,171.749,4,0.51
All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",4X25mFLehFnxa1TwtLKcE2,0.633,0.515,0.467,0,11,0.107,-10.623,1,0.0494,114.532,4,0.346
All On Me,Devin Dawson,2mfahQ0EaaZWq4cFNg6A1o,0.14,0.634,0.668,0,5,0.216,-5.488,1,0.0291,80.989,4,0.635
All Or Nothing,Milli Vanilli,7sS1P9f8SDyl03hqC1etWU,0.0154,0.877,0.85,0.00369,1,0.114,-13.03,1,0.0725,100.733,4,0.808
All Or Nothing,O-Town,,,,,,,,,,,,,
All Or Nothing,Patti LaBelle And The Blue Belles,39WAwli7xByxSOLoztQCMW,0.782,0.349,0.7,0.000211,0,0.395,-4.732,1,0.036,92.488,4,0.683
All Or Nothing,Theory Of A Deadman,2ejt6exJRE2bXPfp37Xi8w,0.0289,0.419,0.785,0,10,0.0799,-4.483,0,0.0313,152.053,4,0.332
All Our Tomorrows,Eddie Schwartz,,,,,,,,,,,,,
All Out Of Love,Air Supply,7dQC53NiYOY9gKg3Qsu2Bs,0.313,0.513,0.262,5.51e-06,0,0.456,-16.875,1,0.0276,108.383,4,0.357
All Over Again,Johnny Cash,76CbOXTXJpDSKplGwgUHiB,0.568,0.734,0.603,5.42e-06,3,0.106,-10.394,1,0.0506,108.594,4,0.786
All Over Me,Josh Turner,1s8DkdE3uOWrGU7vonKrbK,0.403,0.546,0.775,0.00614,1,0.193,-7.357,1,0.0354,169.9,4,0.889
All Over The Road,Easton Corbin,6XD3HMATLswheYevIfKkSi,0.0471,0.492,0.841,0,5,0.0886,-3.579,1,0.0421,199.849,4,0.722
All Over The World,Electric Light Orchestra,7psAMS9VACNOP4kmPbRqXY,0.624,0.66,0.746,1.49e-06,11,0.946,-7.696,0,0.04,123.747,4,0.797
All Over The World,Nat King Cole,0IIGck0Gbykh0ogz1MjGeC,0.841,0.264,0.368,0,10,0.111,-13.067,1,0.0337,116.724,3,0.524
All Right Now,Free,1gcESexgftSuLuML57Y69q,0.221,0.787,0.472,0.000336,2,0.153,-12.824,1,0.0832,120.059,4,0.824
All Right Now,Lea Roberts,1h2h43TEGBiFKqfM8TnNol,0.0721,0.657,0.693,0.0246,6,0.135,-10.945,1,0.056,121.919,4,0.917
All Right Now,Pepsi & Shirlie,,,,,,,,,,,,,
All Right Now,Rod Stewart,3rQF4Tjg8S3qtwaX4ZOcIU,0.0516,0.683,0.694,0.0541,1,0.122,-15.984,1,0.0347,123.741,4,0.668
All Right,Christopher Cross,4ucjm7jDReA0IFHGfzOtoZ,0.167,0.713,0.21,0,6,0.194,-23.74,0,0.0434,132.722,4,0.551
